id,name,year,gender,count
1964,Nora,1880,M,5
1965,Norval,1880,M,5
1966,Nova,1880,M,5
1967,Orion,1880,M,5
1968,Orla,1880,M,5
1969,Orrie,1880,M,5
1970,Payton,1880,M,5
1971,Philo,1880,M,5
1972,Phineas,1880,M,5
1973,Presley,1880,M,5
1974,Ransom,1880,M,5
1975,Reece,1880,M,5
1976,Rene,1880,M,5
1977,Roswell,1880,M,5
1978,Rowland,1880,M,5
1979,Sampson,1880,M,5
1980,Samual,1880,M,5
1981,Santos,1880,M,5
1982,Schuyler,1880,M,5
1983,Sheppard,1880,M,5
1984,Spurgeon,1880,M,5
1985,Starling,1880,M,5
1986,Sylvanus,1880,M,5
1987,Theadore,1880,M,5
1988,Theophile,1880,M,5
1989,Tilmon,1880,M,5
1990,Tommy,1880,M,5
1991,Unknown,1880,M,5
1992,Vann,1880,M,5
1993,Wes,1880,M,5
1994,Winston,1880,M,5
1995,Wood,1880,M,5
1996,Woodie,1880,M,5
1997,Worthy,1880,M,5
1998,Wright,1880,M,5
1999,York,1880,M,5
2000,Zachariah,1880,M,5
